QualifyingAreaName,TotalPopulation,Female,White_Male,White_Female,FreeColoredPopulation,FreeColored_Female,Slave_Male,FreePersons,FreePersons_White_Male,FreePersons_ColoredPersons,FreePersons_ColoredPersons_Female,SlavePopulation_Female,DisabledWhite_DeafandDumb,InsaneandIdioticPersons_AtPublicCharge,PersonsEmployedinMining,PersonsEmployedinCommerce,PersonsEmployedinOceanNavigation,PersonsEmployedEngineersProfessional,CollegeUniversityStudents,PrimaryCommonSchoolStudents,Male,WhitePopulation,FreeColored_Male,SlavePopulation,Slave_Female,FreePersons_White,FreePersons_White_Female,FreePersons_ColoredPersons_Male,SlavePopulation_Male,DisabledWhite,InsaneandIdioticPersons,InsaneandIdioticPersons_AtPrivateCharge,PersonsEmployedinAgriculture,PersonsEmployedinManufacturingTrade,PersonsEmployedinLandNavigation,PensionersofRevolutionaryWarorMilitaryService,AcademyGrammarSchoolStudents
"Linn County, Iowa Territory",1373,577,795,577,1,0,0,1373,795,1,0,0,0,0,0,10,0,10,0,12,796,1372,1,0,0,1372,577,1,0,0,0,0,1293,60,0,0,0
"Louisa County, Iowa Territory",1927,850,1069,841,17,9,0,1927,1069,17,9,0,0,0,0,0,0,0,0,0,1077,1910,8,0,0,1910,841,8,0,0,0,0,487,0,0,0,0
"Muscatine County, Iowa Territory",1942,853,1074,843,25,10,0,1942,1074,25,10,0,0,0,0,26,2,18,0,68,1089,1917,15,0,0,1917,843,15,0,0,0,0,328,132,0,0,0
"Scott County, Iowa Territory",2140,919,1217,915,8,4,0,2140,1217,8,4,0,1,0,0,37,0,33,0,123,1221,2132,4,0,0,2132,915,4,0,2,1,1,645,156,0,0,25
"Van Buren County, Iowa Territory",6146,2732,3412,2732,2,0,0,6146,3412,2,0,0,1,0,0,17,0,19,0,123,3414,6144,2,0,0,6144,2732,2,0,1,0,0,1505,151,1,0,0
"Washington County, Iowa Territory",1594,701,893,701,0,0,0,1594,893,0,0,0,0,0,1,5,0,7,0,0,893,1594,0,0,0,1594,701,0,0,0,0,0,543,81,0,0,0
"Adair County, Kentucky",8466,4173,3470,3299,92,44,775,6861,3470,92,44,830,15,5,61,20,0,33,1,212,4293,6769,48,1605,830,6769,3299,48,775,29,16,11,2195,193,1,17,0
"Allen County, Kentucky",7329,3635,3229,3146,19,10,456,6394,3229,19,10,479,3,8,0,10,0,10,0,104,3694,6375,9,935,479,6375,3146,9,456,26,18,10,2269,101,0,13,0
"Anderson County, Kentucky",5452,2697,2237,2135,21,11,508,4393,2237,21,11,551,0,0,0,12,0,7,0,175,2755,4372,10,1059,551,4372,2135,10,508,8,6,6,3843,28,0,8,0
"Barren County, Kentucky",17288,8550,6692,6455,76,41,2011,13223,6692,76,41,2054,4,9,0,39,0,45,0,739,8738,13147,35,4065,2054,13147,6455,35,2011,25,18,9,4949,374,0,21,32
"Bath County, Kentucky",9763,4836,3921,3787,104,53,955,7812,3921,104,53,996,3,1,15,40,0,25,0,562,4927,7708,51,1951,996,7708,3787,51,955,26,21,20,2682,240,0,11,0
"Boone County, Kentucky",10034,4778,4150,3674,27,11,1090,7851,4150,27,11,1093,9,1,0,41,0,45,0,65,5256,7824,16,2183,1093,7824,3674,16,1090,22,11,10,3019,322,15,18,8
"Bourbon County, Kentucky",14478,7013,4136,3709,308,160,3181,8153,4136,308,160,3144,5,2,0,83,0,47,0,709,7465,7845,148,6325,3144,7845,3709,148,3181,19,14,12,3602,705,0,23,201
"Bracken County, Kentucky",7053,3374,3191,2892,151,73,410,6234,3191,151,73,409,4,3,0,30,0,26,1,233,3679,6083,78,819,409,6083,2892,78,410,17,11,8,1594,217,9,8,103
"Breathitt County, Kentucky",2195,1081,1063,1013,0,0,51,2076,1063,0,0,68,5,3,8,0,0,1,0,0,1114,2076,0,119,68,2076,1013,0,51,14,5,2,634,0,0,3,0
"Breckinridge County, Kentucky",8944,4288,3828,3411,14,5,819,7253,3828,14,5,872,1,2,0,46,0,25,0,0,4656,7239,9,1691,872,7239,3411,9,819,5,3,1,2625,170,0,6,52
"Bullitt County, Kentucky",6334,3081,2566,2430,18,11,680,5014,2566,18,11,640,0,0,15,17,0,7,0,0,3253,4996,7,1320,640,4996,2430,7,680,2,2,2,1614,173,0,9,0
"Butler County, Kentucky",3898,1929,1716,1663,4,2,251,3383,1716,4,2,264,3,1,0,22,0,0,0,98,1969,3379,2,515,264,3379,1663,2,251,9,6,5,1028,0,0,7,51
"Caldwell County, Kentucky",10365,5018,4181,3910,103,49,1112,8194,4181,103,49,1059,4,1,0,57,0,54,1,377,5347,8091,54,2171,1059,8091,3910,54,1112,23,12,11,2758,283,12,12,69
"Calloway County, Kentucky",9794,4786,4574,4296,13,7,428,8883,4574,13,7,483,7,3,0,18,0,34,0,206,5008,8870,6,911,483,8870,4296,6,428,12,4,1,3014,74,2,0,0
"Campbell County, Kentucky",5214,2388,2686,2235,4,1,137,4925,2686,4,1,152,0,2,0,30,0,18,0,186,2826,4921,3,289,152,4921,2235,3,137,5,3,1,1035,191,19,13,0
"Carroll County, Kentucky",3966,1904,1680,1532,23,10,369,3235,1680,23,10,362,1,0,0,32,0,29,0,314,2062,3212,13,731,362,3212,1532,13,369,5,3,3,601,104,10,6,0
"Carter County, Kentucky",2905,1434,1373,1338,8,3,93,2719,1373,8,3,93,0,0,0,0,0,0,0,50,1471,2711,5,186,93,2711,1338,5,93,2,0,0,2149,0,0,2,0
"Casey County, Kentucky",4939,2471,2193,2178,37,22,260,4408,2193,37,22,271,3,1,0,9,0,0,0,143,2468,4371,15,531,271,4371,2178,15,260,10,5,4,1420,1522,0,5,0
"Christian County, Kentucky",15587,7633,4895,4596,99,42,3002,9590,4895,99,42,2995,7,2,0,108,0,82,0,517,7954,9491,57,5997,2995,9491,4596,57,3002,18,14,12,4541,365,6,0,234
"Clark County, Kentucky",10802,5380,3462,3293,145,71,1886,6900,3462,145,71,2016,1,2,0,41,0,69,0,738,5422,6755,74,3902,2016,6755,3293,74,1886,8,5,3,3117,275,0,9,115
"Clay County, Kentucky",4607,2203,2027,1927,150,75,302,4104,2027,150,75,201,7,1,0,11,0,2,0,19,2404,3954,75,503,201,3954,1927,75,302,9,1,0,523,189,0,4,0
"Clinton County, Kentucky",3863,1906,1869,1805,1,0,87,3675,1869,1,0,101,5,2,0,8,0,15,0,49,1957,3674,1,188,101,3674,1805,1,87,15,8,6,1066,1019,0,7,25
"Cumberland County, Kentucky",6090,3059,2261,2310,34,18,754,4605,2261,34,18,731,0,3,0,0,0,1,0,193,3031,4571,16,1485,731,4571,2310,16,754,9,10,7,1673,20,0,14,0
"Daviess County, Kentucky",8331,4031,3303,3024,44,23,976,6371,3303,44,23,984,5,2,7,46,2,21,0,166,4300,6327,21,1960,984,6327,3024,21,976,8,2,0,2641,242,3,4,0
"Edmonson County, Kentucky",2914,1400,1334,1245,1,0,179,2580,1334,1,0,155,0,1,0,0,0,6,0,0,1514,2579,1,334,155,2579,1245,1,179,5,2,1,637,33,0,0,0
"Estill County, Kentucky",5535,2646,2582,2378,17,12,302,4977,2582,17,12,256,4,1,40,13,0,5,0,0,2889,4960,5,558,256,4960,2378,5,302,12,8,7,798,120,0,15,0
"Fayette County, Kentucky",22194,10670,5533,5352,599,301,5693,11484,5533,599,301,5017,3,112,0,166,21,119,1,1325,11524,10885,298,10710,5017,10885,5352,298,5693,163,169,57,4148,2072,0,21,253
"Fleming County, Kentucky",13268,6586,5663,5495,118,60,961,11276,5663,118,60,1031,7,9,0,65,1,46,0,469,6682,11158,58,1992,1031,11158,5495,58,961,23,18,9,2752,313,2,14,169
"Floyd County, Kentucky",6302,3051,3154,2949,15,4,86,6118,3154,15,4,98,5,2,0,8,0,11,0,0,3251,6103,11,184,98,6103,2949,11,86,13,4,2,1664,14,0,13,0
"Franklin County, Kentucky",9420,4498,3430,2907,234,121,1379,6571,3430,234,121,1470,0,0,0,46,1,89,0,175,4922,6337,113,2849,1470,6337,2907,113,1379,4,4,4,1700,660,8,8,83
"Gallatin County, Kentucky",4003,1889,1794,1567,38,15,297,3399,1794,38,15,307,9,0,0,19,0,39,0,176,2114,3361,23,604,307,3361,1567,23,297,18,9,9,920,135,9,8,0
"Garrard County, Kentucky",10480,5148,3631,3479,87,46,1660,7197,3631,87,46,1623,6,0,0,56,0,53,0,390,5332,7110,41,3283,1623,7110,3479,41,1660,25,22,22,7217,404,3,22,150
"Grant County, Kentucky",4192,2010,2003,1835,6,3,176,3844,2003,6,3,172,6,0,0,14,0,9,0,97,2182,3838,3,348,172,3838,1835,3,176,17,9,9,1167,121,1,9,0
"Graves County, Kentucky",7465,3724,3376,3268,4,3,364,6648,3376,4,3,453,3,4,0,14,0,16,0,401,3741,6644,1,817,453,6644,3268,1,364,18,13,9,4514,84,0,8,0
"Grayson County, Kentucky",4461,2223,2136,2126,0,0,102,4262,2136,0,0,97,3,3,0,14,0,2,0,209,2238,4262,0,199,97,4262,2126,0,102,7,4,1,1154,10,0,7,0
"Green County, Kentucky",14212,7038,5241,5022,119,48,1862,10382,5241,119,48,1968,4,1,0,3,0,33,0,309,7174,10263,71,3830,1968,10263,5022,71,1862,20,15,14,4434,219,0,22,100
"Greenup County, Kentucky",6297,3043,2850,2629,64,26,366,5543,2850,64,26,388,1,0,56,15,0,9,0,225,3254,5479,38,754,388,5479,2629,38,366,12,9,9,1108,153,0,7,0
"Hancock County, Kentucky",2581,1236,1074,965,3,0,268,2042,1074,3,0,271,0,0,43,19,0,14,0,0,1345,2039,3,539,271,2039,965,3,268,1,1,1,726,77,11,1,0
"Hardin County, Kentucky",16357,8042,7049,6780,46,24,1244,13875,7049,46,24,1238,0,2,0,61,0,42,0,185,8315,13829,22,2482,1238,13829,6780,22,1244,7,4,2,2807,227,10,14,0
"Harlan County, Kentucky",3015,1514,1467,1461,8,3,29,2936,1467,8,3,50,1,2,0,7,0,7,0,0,1501,2928,5,79,50,2928,1461,5,29,4,4,2,997,20,0,3,0
"Harrison County, Kentucky",12472,6040,4605,4390,93,39,1773,9088,4605,93,39,1611,11,0,0,0,0,23,0,617,6432,8995,54,3384,1611,8995,4390,54,1773,22,6,6,2816,324,0,15,0
"Hart County, Kentucky",7031,3420,3083,2895,44,21,505,6022,3083,44,21,504,10,0,0,19,0,15,0,241,3611,5978,23,1009,504,5978,2895,23,505,24,13,13,1970,225,3,8,0
"Henderson County, Kentucky",9548,4546,3279,2902,48,16,1691,6229,3279,48,16,1628,1,6,0,143,0,37,0,401,5002,6181,32,3319,1628,6181,2902,32,1691,6,6,0,2691,223,5,0,106
"Henry County, Kentucky",10015,4843,3980,3657,29,16,1179,7666,3980,29,16,1170,2,2,0,19,0,0,0,725,5172,7637,13,2349,1170,7637,3657,13,1179,7,5,3,1162,122,0,32,0
"Hickman County, Kentucky",8968,4322,3854,3491,8,3,787,7353,3854,8,3,828,1,0,0,2,0,2,0,248,4646,7345,5,1615,828,7345,3491,5,787,3,2,2,2453,104,0,9,0
"Hopkins County, Kentucky",9171,4514,3817,3600,31,16,825,7448,3817,31,16,898,2,0,0,23,0,20,0,89,4657,7417,15,1723,898,7417,3600,15,825,2,0,0,1404,74,3,7,0
"Jefferson County, Kentucky",36346,17196,14604,12383,763,381,4164,27750,14604,763,381,4432,9,1,0,688,2,193,1,814,19150,26987,382,8596,4432,26987,12383,382,4164,19,9,8,3987,2208,503,4,452
"Jessamine County, Kentucky",9396,4542,2964,2816,144,70,1816,5924,2964,144,70,1656,4,1,0,29,0,43,0,534,4854,5780,74,3472,1656,5780,2816,74,1816,27,25,24,2330,641,0,21,66
"Kenton County, Kentucky",7816,3709,3736,3295,34,17,354,7065,3736,34,17,397,24,3,0,71,1,69,0,354,4107,7031,17,751,397,7031,3295,17,354,50,19,16,882,597,62,6,0
"Knox County, Kentucky",5722,2826,2562,2460,164,81,251,5186,2562,164,81,285,3,4,0,1,0,6,0,76,2896,5022,83,536,285,5022,2460,83,251,10,8,4,1584,18,0,7,0
"Laurel County, Kentucky",3079,1491,1538,1426,6,2,46,2970,1538,6,2,63,0,0,NA,NA,NA,NA,0,188,1588,2964,4,109,63,2964,1426,4,46,0,0,0,NA,NA,NA,6,0
"Lawrence County, Kentucky",4730,2270,2422,2230,1,0,37,4653,2422,1,0,40,0,0,0,0,0,0,0,176,2460,4652,1,77,40,4652,2230,1,37,0,0,0,1259,0,0,7,0
"Lewis County, Kentucky",6306,3160,2942,2931,27,13,190,5900,2942,27,13,216,1,1,0,14,0,0,0,264,3146,5873,14,406,216,5873,2931,14,190,2,1,0,1331,76,8,2,0
"Lincoln County, Kentucky",10187,5044,3340,3242,155,77,1725,6737,3340,155,77,1725,3,5,0,10,0,17,0,153,5143,6582,78,3450,1725,6582,3242,78,1725,11,8,3,724,96,0,11,150
"Livingston County, Kentucky",9025,4272,3879,3459,99,46,821,7437,3879,99,46,767,0,4,22,82,0,31,0,261,4753,7338,53,1588,767,7338,3459,53,821,2,7,3,2072,327,66,4,63
"Logan County, Kentucky",13615,6809,4312,4167,310,158,2342,8789,4312,310,158,2484,6,8,0,0,0,35,0,389,6806,8479,152,4826,2484,8479,4167,152,2342,30,31,23,3416,410,1,13,146
"Mccracken County, Kentucky",4745,2282,2143,1921,27,11,304,4091,2143,27,11,350,4,4,0,65,0,25,0,112,2463,4064,16,654,350,4064,1921,16,304,27,15,11,1187,130,36,0,115
"Madison County, Kentucky",16355,8044,5568,5292,82,34,2695,10942,5568,82,34,2718,15,11,0,34,6,32,0,234,8311,10860,48,5413,2718,10860,5292,48,2695,36,24,13,4293,308,0,32,0
"Marion County, Kentucky",11032,5463,4244,4096,80,47,1292,8420,4244,80,47,1320,1,6,0,34,0,80,1,359,5569,8340,33,2612,1320,8340,4096,33,1292,15,15,9,2790,223,0,0,282
"Mason County, Kentucky",15719,7657,5810,5328,272,139,2119,11410,5810,272,139,2190,5,1,0,163,0,99,0,1006,8062,11138,133,4309,2190,11138,5328,133,2119,16,10,9,3172,725,43,15,70
"Meade County, Kentucky",5780,2738,2353,2013,5,0,684,4371,2353,5,0,725,3,0,0,29,0,12,0,257,3042,4366,5,1409,725,4366,2013,5,684,3,0,0,1270,137,1,0,0
"Mercer County, Kentucky",18720,9122,6660,6401,373,188,2753,13434,6660,373,188,2533,44,8,0,47,0,53,2,726,9598,13061,185,5286,2533,13061,6401,185,2753,72,31,23,3042,529,0,41,140
"Monroe County, Kentucky",6526,3256,2918,2893,12,6,346,5823,2918,12,6,357,0,0,0,15,0,19,0,156,3270,5811,6,703,357,5811,2893,6,346,11,7,7,2248,96,3,13,25
"Montgomery County, Kentucky",9332,4626,3282,3127,188,86,1322,6597,3282,188,86,1413,5,4,1,31,0,35,0,568,4706,6409,102,2735,1413,6409,3127,102,1322,17,14,10,3152,191,0,15,0
"Morgan County, Kentucky",4603,2214,2361,2178,3,1,26,4542,2361,3,1,35,0,6,0,4,1,2,0,0,2389,4539,2,61,35,4539,2178,2,26,5,7,1,1332,10,0,13,0
"Muhlenberg County, Kentucky",6964,3349,3030,2725,13,7,579,5768,3030,13,7,617,2,0,4,0,0,11,0,98,3615,5755,6,1196,617,5755,2725,6,579,4,1,1,1787,0,0,6,0
"Nelson County, Kentucky",13637,6775,4499,4379,116,63,2310,8994,4499,116,63,2333,13,5,0,93,0,78,1,35,6862,8878,53,4643,2333,8878,4379,53,2310,35,18,13,3254,452,0,6,341
"Nicholas County, Kentucky",8745,4382,3671,3639,182,97,607,7492,3671,182,97,646,9,6,0,127,0,7,0,501,4363,7310,85,1253,646,7310,3639,85,607,30,14,8,2602,51,0,9,0
"Ohio County, Kentucky",6592,3243,2954,2793,22,8,381,5769,2954,22,8,442,5,6,1,19,2,24,0,25,3349,5747,14,823,442,5747,2793,14,381,21,16,10,1905,84,25,9,1
"Oldham County, Kentucky",7380,3557,2571,2287,145,60,1167,5003,2571,145,60,1210,4,1,0,27,0,29,0,320,3823,4858,85,2377,1210,4858,2287,85,1167,9,5,4,1895,244,8,0,20
"Owen County, Kentucky",8232,3931,3679,3236,36,13,599,6951,3679,36,13,682,3,5,0,52,0,35,0,511,4301,6915,23,1281,682,6915,3236,23,599,12,9,4,3052,286,0,16,0
"Pendleton County, Kentucky",4455,2083,2177,1836,5,1,191,4018,2177,5,1,246,4,2,0,0,0,0,0,265,2372,4013,4,437,246,4013,1836,4,191,8,5,3,900,0,0,17,0
"Perry County, Kentucky",3089,1466,1548,1375,23,8,60,2946,1548,23,8,83,8,7,NA,NA,NA,NA,0,0,1623,2923,15,143,83,2923,1375,15,60,18,9,2,NA,NA,NA,4,0
"Pike County, Kentucky",3567,1757,1756,1713,13,7,48,3482,1756,13,7,37,1,4,0,0,0,0,0,25,1810,3469,6,85,37,3469,1713,6,48,7,5,1,1260,0,0,3,0
"Pulaski County, Kentucky",9620,4700,4438,4145,18,10,474,8601,4438,18,10,545,1,0,2,7,0,1,0,754,4920,8583,8,1019,545,8583,4145,8,474,1,0,0,2528,0,20,5,0
"Rockcastle County, Kentucky",3409,1647,1584,1439,9,6,175,3032,1584,9,6,202,3,3,0,0,0,9,0,0,1762,3023,3,377,202,3023,1439,3,175,7,5,2,707,47,0,12,0
"Russell County, Kentucky",4238,2087,1959,1869,4,0,188,3832,1959,4,0,218,0,0,0,2,1,18,0,50,2151,3828,4,406,218,3828,1869,4,188,1,2,2,2475,42,0,0,0
"Scott County, Kentucky",13668,6537,4340,3880,109,55,2737,8329,4340,109,55,2602,2,9,0,60,0,68,1,719,7131,8220,54,5339,2602,8220,3880,54,2737,13,15,6,3004,618,0,0,160
"Shelby County, Kentucky",17768,8600,5857,5399,157,71,3225,11413,5857,157,71,3130,15,7,0,0,0,0,0,301,9168,11256,86,6355,3130,11256,5399,86,3225,32,19,12,4110,19,0,29,387
"Simpson County, Kentucky",6537,3197,2580,2424,40,19,739,5044,2580,40,19,754,0,0,0,0,0,0,0,0,3340,5004,21,1493,754,5004,2424,21,739,1,0,0,1843,53,0,6,0
"Spencer County, Kentucky",6581,3166,2429,2221,20,9,975,4670,2429,20,9,936,4,1,0,25,0,36,0,275,3415,4650,11,1911,936,4650,2221,11,975,9,7,6,1762,109,0,7,118
"Todd County, Kentucky",9991,4931,3107,2963,42,16,1927,6112,3107,42,16,1952,5,0,0,24,0,39,0,340,5060,6070,26,3879,1952,6070,2963,26,1927,21,8,8,2927,215,0,12,245
"Trigg County, Kentucky",7716,3777,2899,2715,50,21,1011,5664,2899,50,21,1041,4,0,0,24,0,22,0,265,3939,5614,29,2052,1041,5614,2715,29,1011,7,2,2,2379,210,12,4,0
"Trimble County, Kentucky",4480,2211,1944,1843,20,11,316,3807,1944,20,11,357,2,0,2,22,0,27,0,205,2269,3787,9,673,357,3787,1843,9,316,3,1,1,2853,211,0,10,0
"Union County, Kentucky",6673,3210,2573,2336,36,12,866,4945,2573,36,12,862,0,1,0,20,1,4,0,117,3463,4909,24,1728,862,4909,2336,24,866,2,2,1,1950,95,0,3,60
"Warren County, Kentucky",15446,7535,5700,5378,161,76,2126,11239,5700,161,76,2081,0,0,5,93,0,0,0,125,7911,11078,85,4207,2081,11078,5378,85,2126,2,2,2,3059,324,0,7,130
"Washington County, Kentucky",10596,5294,4006,3894,38,19,1277,7938,4006,38,19,1381,3,9,0,24,0,53,0,636,5302,7900,19,2658,1381,7900,3894,19,1277,25,22,13,1839,189,0,13,80
"Wayne County, Kentucky",7399,3605,3481,3273,15,5,303,6769,3481,15,5,327,5,3,10,19,0,24,0,172,3794,6754,10,630,327,6754,3273,10,303,19,9,6,2181,50,0,20,0
"Whitley County, Kentucky",4673,2318,2284,2224,19,7,59,4527,2284,19,7,87,5,10,30,3,0,5,0,44,2355,4508,12,146,87,4508,2224,12,59,27,20,10,1249,14,43,10,0
"Woodford County, Kentucky",11740,5610,2981,2835,172,79,3056,5988,2981,172,79,2696,4,8,9,44,5,53,0,94,6130,5816,93,5752,2696,5816,2835,93,3056,25,23,15,2315,641,5,5,104
"Ascension County, Louisiana",6951,3160,1209,1046,143,80,2519,2398,1209,143,80,2034,0,0,0,75,0,21,0,62,3791,2255,63,4553,2034,2255,1046,63,2519,2,3,3,3458,98,2,0,56
"Assumption County, Louisiana",7141,3367,2149,1954,50,24,1599,4153,2149,50,24,1389,0,0,0,28,1,19,1,0,3774,4103,26,2988,1389,4103,1954,26,1599,0,2,2,3207,38,2,0,0
"Avoyelles County, Louisiana",6616,3094,1680,1386,78,30,1794,3144,1680,78,30,1678,0,0,0,19,0,10,0,42,3522,3066,48,3472,1678,3066,1386,48,1794,0,0,0,2,11,0,0,45
"Caddo County, Louisiana",5282,2373,1418,998,29,17,1479,2445,1418,29,17,1358,0,1,1,7,0,22,0,3,2909,2416,12,2837,1358,2416,998,12,1479,4,3,2,44,2,0,1,35
"Calcasieu County, Louisiana",2057,1010,711,638,226,112,222,1575,711,226,112,260,0,1,0,5,0,0,0,28,1047,1349,114,482,260,1349,638,114,222,0,1,0,534,18,3,0,0
"Caldwell County, Louisiana",2017,957,733,621,14,5,318,1368,733,14,5,331,0,0,0,12,0,3,0,0,1060,1354,9,649,331,1354,621,9,318,0,0,0,258,21,0,1,0
"Carroll County, Louisiana",4237,2024,664,482,9,4,1544,1155,664,9,4,1538,1,0,0,0,0,0,0,18,2213,1146,5,3082,1538,1146,482,5,1544,1,0,0,1953,0,0,0,0
"Catahoula County, Louisiana",4955,2331,1608,1327,22,10,1004,2957,1608,22,10,994,0,0,0,11,0,26,0,77,2624,2935,12,1998,994,2935,1327,12,1004,3,3,3,1698,51,3,0,50
"Claiborne County, Louisiana",6185,2853,2119,1727,44,19,1188,3890,2119,44,19,1107,1,0,0,26,0,19,0,217,3332,3846,25,2295,1107,3846,1727,25,1188,1,3,3,2322,66,1,2,112
"Concordia County, Louisiana",9414,4363,879,501,31,14,4155,1411,879,31,14,3848,0,0,0,0,0,0,0,49,5051,1380,17,8003,3848,1380,501,17,4155,0,0,0,7538,0,5,0,0
"East Baton Rouge County, Louisiana",8138,3869,2095,1655,182,107,2099,3932,2095,182,107,2107,1,0,0,55,0,31,1,168,4269,3750,75,4206,2107,3750,1655,75,2099,2,0,0,2370,110,0,1,196
"East Feliciana County, Louisiana",11893,5691,2234,1758,30,15,3953,4022,2234,30,15,3918,1,0,0,67,1,94,1,631,6202,3992,15,7871,3918,3992,1758,15,3953,4,9,9,4931,308,0,1,275
"Iberville County, Louisiana",8495,3999,1353,1170,85,41,3099,2608,1353,85,41,2788,0,0,0,41,0,28,0,133,4496,2523,44,5887,2788,2523,1170,44,3099,0,0,0,4798,0,0,0,12
"Jefferson County, Louisiana",10470,4149,3123,1743,618,301,2881,5484,3123,618,301,2105,0,0,0,381,2,21,0,29,6321,4866,317,4986,2105,4866,1743,317,2881,1,2,2,1982,604,32,1,55
"Lafayette County, Louisiana",7841,3763,2370,2104,134,79,1653,4608,2370,134,79,1580,6,1,0,17,0,0,0,97,4078,4474,55,3233,1580,4474,2104,55,1653,8,2,1,1984,0,0,2,5
"Lafourche County, Louisiana",7303,3465,2072,1914,71,41,1736,4057,2072,71,41,1510,6,0,0,0,0,0,0,66,3838,3986,30,3246,1510,3986,1914,30,1736,14,4,4,2643,0,0,0,0
"Livingston County, Louisiana",2315,1078,849,684,43,19,364,1576,849,43,19,375,0,1,0,5,0,11,0,17,1237,1533,24,739,375,1533,684,24,364,3,3,2,854,33,21,0,60
"Madison County, Louisiana",5142,2382,755,455,9,6,2002,1219,755,9,6,1921,0,0,0,0,0,0,0,0,2760,1210,3,3923,1921,1210,455,3,2002,0,0,0,2920,0,0,0,0
"Natchitoches County, Louisiana",14350,6667,3963,3079,657,355,3418,7699,3963,657,355,3233,3,1,0,60,2,34,0,58,7683,7042,302,6651,3233,7042,3079,302,3418,7,6,5,994,181,4,0,128
"Orleans County, Louisiana",102193,49057,34903,24616,19226,10788,9795,78745,34903,19226,10788,13653,10,5,0,7392,1315,438,2,845,53136,59519,8438,23448,13653,59519,24616,8438,9795,41,16,11,1430,4593,285,2,440
"Ouachita County, Louisiana",4640,2139,1240,948,14,7,1254,2202,1240,14,7,1184,2,0,0,31,0,15,0,115,2501,2188,7,2438,1184,2188,948,7,1254,5,3,3,1895,125,0,0,30
"Plaquemines County, Louisiana",5060,2083,833,518,324,145,1965,1675,833,324,145,1420,1,0,0,16,0,4,1,0,2977,1351,179,3385,1420,1351,518,179,1965,3,3,3,3040,2,111,0,0
"Pointe Coupee County, Louisiana",7898,3684,1171,916,381,207,2869,2468,1171,381,207,2561,0,0,0,31,0,13,1,83,4214,2087,174,5430,2561,2087,916,174,2869,3,2,2,3302,18,3,0,0
"Rapides County, Louisiana",14132,6759,1821,1422,378,190,5364,3621,1821,378,190,5147,0,3,0,22,0,36,1,0,7373,3243,188,10511,5147,3243,1422,188,5364,3,5,2,7356,193,0,1,136
"St Bernard County, Louisiana",3237,1287,620,415,65,32,1297,1100,620,65,32,840,1,0,0,21,0,5,1,0,1950,1035,33,2137,840,1035,415,33,1297,3,2,2,1432,175,14,0,0
"St Charles County, Louisiana",4700,1908,473,401,104,49,2264,978,473,104,49,1458,0,0,NA,NA,NA,NA,0,23,2792,874,55,3722,1458,874,401,55,2264,0,0,0,NA,NA,NA,0,0
"St Helena County, Louisiana",3525,1700,1046,899,7,1,773,1952,1046,7,1,800,1,0,0,4,0,7,0,86,1825,1945,6,1573,800,1945,899,6,773,4,3,3,1563,35,0,0,37
"St James County, Louisiana",8548,3851,1433,1329,75,48,3237,2837,1433,75,48,2474,0,0,0,39,0,74,2,48,4697,2762,27,5711,2474,2762,1329,27,3237,1,2,2,3542,85,1,0,0
"St John The Baptist County, Louisiana",5776,2568,1108,1033,191,93,2002,2332,1108,191,93,1442,4,0,NA,NA,NA,NA,0,81,3208,2141,98,3444,1442,2141,1033,98,2002,8,4,4,NA,NA,NA,0,0
"St Landry County, Louisiana",15233,7230,3828,3351,925,460,3710,8104,3828,925,460,3419,0,0,0,0,0,0,1,85,8003,7179,465,7129,3419,7179,3351,465,3710,0,0,0,76,8,0,0,120
"St Martin County, Louisiana",8674,3949,1955,1594,484,243,2529,4033,1955,484,243,2112,0,0,0,71,1,44,0,110,4725,3549,241,4641,2112,3549,1594,241,2529,2,2,2,691,95,2,0,26
"St Mary County, Louisiana",8950,4056,1268,1098,298,143,3471,2664,1268,298,143,2815,0,0,NA,NA,NA,NA,0,110,4894,2366,155,6286,2815,2366,1098,155,3471,2,8,8,NA,NA,NA,0,0
