QualifyingAreaName,TotalPopulation,Female,White_Male,White_Female,FreeColoredPopulation,FreeColored_Female,Slave_Male,FreePersons,FreePersons_White_Male,FreePersons_ColoredPersons,FreePersons_ColoredPersons_Female,SlavePopulation_Female,DisabledWhite_DeafandDumb,InsaneandIdioticPersons_AtPublicCharge,PersonsEmployedinMining,PersonsEmployedinCommerce,PersonsEmployedinOceanNavigation,PersonsEmployedEngineersProfessional,CollegeUniversityStudents,PrimaryCommonSchoolStudents,Male,WhitePopulation,FreeColored_Male,SlavePopulation,Slave_Female,FreePersons_White,FreePersons_White_Female,FreePersons_ColoredPersons_Male,SlavePopulation_Male,DisabledWhite,InsaneandIdioticPersons,InsaneandIdioticPersons_AtPrivateCharge,PersonsEmployedinAgriculture,PersonsEmployedinManufacturingTrade,PersonsEmployedinLandNavigation,PensionersofRevolutionaryWarorMilitaryService,AcademyGrammarSchoolStudents
"Brunswick County, Virginia",14346,7115,2459,2519,563,271,4480,5541,2459,563,271,4325,10,0,0,17,0,41,0,126,7231,4978,292,8805,4325,4978,2519,292,4480,18,9,9,3318,217,0,5,156
"Buckingham County, Virginia",18786,9101,3643,3680,449,218,5811,7772,3643,449,218,5203,1,1,59,40,15,82,1,356,9685,7323,231,11014,5203,7323,3680,231,5811,17,28,27,5762,2123,328,15,300
"Cabell County, Virginia",8163,4024,3853,3721,22,10,274,7596,3853,22,10,293,2,2,0,31,0,13,0,324,4139,7574,12,567,293,7574,3721,12,274,10,6,4,2483,132,6,13,15
"Campbell County, Virginia",21030,10288,5205,5008,772,410,5175,10985,5205,772,410,4870,1,0,2,70,0,88,0,389,10742,10213,362,10045,4870,10213,5008,362,5175,3,3,3,4894,494,5,18,195
"Caroline County, Virginia",17813,9268,3227,3498,774,412,4956,7499,3227,774,412,5358,4,1,0,39,2,52,0,219,8545,6725,362,10314,5358,6725,3498,362,4956,9,11,10,5696,341,0,17,370
"Charles City County, Virginia",4774,2354,829,842,670,334,1255,2341,829,670,334,1178,0,0,0,8,5,8,0,87,2420,1671,336,2433,1178,1671,842,336,1255,1,1,1,1302,73,0,0,53
"Charlotte County, Virginia",14595,7240,2450,2580,305,158,4758,5335,2450,305,158,4502,2,3,0,40,0,26,0,555,7355,5030,147,9260,4502,5030,2580,147,4758,14,13,10,4945,3234,2,21,6
"Chesterfield County, Virginia",17148,8614,3690,4169,587,338,4595,8446,3690,587,338,4107,3,1,559,29,1,13,0,420,8534,7859,249,8702,4107,7859,4169,249,4595,18,14,13,3705,1107,22,14,0
"Clarke County, Virginia",6353,3089,1420,1447,161,88,1771,3028,1420,161,88,1554,0,0,0,12,0,0,0,114,3264,2867,73,3325,1554,2867,1447,73,1771,6,5,5,1278,211,0,1,167
"Culpeper County, Virginia",11393,5736,2412,2521,391,214,3068,5324,2412,391,214,3001,2,4,18,42,0,84,0,617,5657,4933,177,6069,3001,4933,2521,177,3068,14,13,9,3371,439,0,26,152
"Cumberland County, Virginia",10399,5047,1611,1652,355,170,3556,3618,1611,355,170,3225,0,5,0,54,0,43,0,263,5352,3263,185,6781,3225,3263,1652,185,3556,6,14,9,2955,515,76,3,0
"Dinwiddie County, Virginia",22558,11267,4987,4860,2764,1479,5019,12611,4987,2764,1479,4928,4,3,0,420,7,96,0,279,11291,9847,1285,9947,4928,9847,4860,1285,5019,35,26,23,3853,2331,59,14,615
"Elizabeth City County, Virginia",3706,1786,972,982,44,21,925,1998,972,44,21,783,1,0,0,32,2,25,0,109,1920,1954,23,1708,783,1954,982,23,925,3,2,2,837,107,65,0,165
"Essex County, Virginia",11309,5817,1865,2090,598,318,3347,4553,1865,598,318,3409,4,1,0,29,0,25,0,208,5492,3955,280,6756,3409,3955,2090,280,3347,7,2,1,3499,140,9,6,71
"Fairfax County, Virginia",9370,4769,2675,2794,448,237,1715,5917,2675,448,237,1738,0,1,0,0,0,18,2,245,4601,5469,211,3453,1738,5469,2794,211,1715,1,2,1,3295,77,0,1,20
"Fauquier County, Virginia",21897,11053,5147,5354,688,360,5369,11189,5147,688,360,5339,5,3,0,87,0,100,0,1208,10844,10501,328,10708,5339,10501,5354,328,5369,36,31,28,6048,887,0,20,313
"Fayette County, Virginia",3924,1883,1969,1804,18,11,65,3791,1969,18,11,68,7,0,0,14,0,13,0,0,2041,3773,7,133,68,3773,1804,7,65,14,4,4,1010,85,0,3,0
"Floyd County, Virginia",4453,2270,2037,2086,9,6,143,4132,2037,9,6,178,7,0,0,7,0,2,0,160,2183,4123,3,321,178,4123,2086,3,143,13,3,3,1201,95,0,3,0
"Fluvanna County, Virginia",8812,4382,2214,2231,221,118,2113,4666,2214,221,118,2033,2,2,8,24,0,29,0,418,4430,4445,103,4146,2033,4445,2231,103,2113,10,4,2,2731,350,109,14,0
"Franklin County, Virginia",15832,8103,5184,5316,174,91,2462,10674,5184,174,91,2696,2,3,10,20,0,23,0,367,7729,10500,83,5158,2696,10500,5316,83,2462,21,21,18,4867,606,0,21,0
"Frederick County, Virginia",14242,7117,5579,5540,821,421,1146,11940,5579,821,421,1156,5,1,0,94,0,44,0,134,7125,11119,400,2302,1156,11119,5540,400,1146,22,9,8,2365,680,0,7,140
"Giles County, Virginia",5307,2642,2356,2328,49,18,278,4733,2356,49,18,296,0,3,0,15,0,9,0,193,2665,4684,31,574,296,4684,2328,31,278,12,11,8,1525,114,0,4,30
"Gloucester County, Virginia",10715,5354,2214,2198,612,320,2855,5024,2214,612,320,2836,0,0,0,42,13,21,0,216,5361,4412,292,5691,2836,4412,2198,292,2855,6,4,4,2980,269,33,3,98
"Goochland County, Virginia",9760,4758,1748,1822,690,342,2906,4260,1748,690,342,2594,1,1,151,835,10,24,0,139,5002,3570,348,5500,2594,3570,1822,348,2906,6,4,3,700,275,46,25,0
"Grayson County, Virginia",9087,4451,4367,4175,53,24,240,8595,4367,53,24,252,4,1,1,18,0,4,0,252,4636,8542,29,492,252,8542,4175,29,240,19,12,11,491,108,0,7,120
"Greenbrier County, Virginia",8695,4292,3673,3614,194,94,630,7481,3673,194,94,584,2,5,0,36,0,58,0,505,4403,7287,100,1214,584,7287,3614,100,630,13,14,9,1908,347,0,5,28
"Greene County, Virginia",4232,2115,1252,1195,45,25,845,2492,1252,45,25,895,3,0,0,20,0,32,0,136,2117,2447,20,1740,895,2447,1195,20,845,9,10,10,1445,156,0,11,135
"Greensville County, Virginia",6366,3150,934,994,136,57,2203,2064,934,136,57,2099,0,0,0,13,0,14,0,170,3216,1928,79,4302,2099,1928,994,79,2203,9,5,5,2152,135,0,2,30
"Halifax County, Virginia",25936,12808,5535,5610,575,285,7303,11720,5535,575,285,6913,4,7,0,45,0,71,1,511,13128,11145,290,14216,6913,11145,5610,290,7303,21,23,16,7811,584,60,22,298
"Hampshire County, Virginia",12295,5760,5706,4997,189,91,731,10892,5706,189,91,672,9,2,0,53,0,45,0,522,6535,10703,98,1403,672,10703,4997,98,731,28,15,13,2507,1011,0,15,55
"Hanover County, Virginia",14968,7708,2940,3322,312,163,4171,6574,2940,312,163,4223,7,0,0,9,1,61,0,0,7260,6262,149,8394,4223,6262,3322,149,4171,22,10,10,6405,279,2,9,417
"Hardy County, Virginia",7622,3774,3069,3031,391,203,591,6491,3069,391,203,540,9,3,3,24,0,14,0,218,3848,6100,188,1131,540,6100,3031,188,591,24,22,19,1755,267,0,9,0
"Harrison County, Virginia",17669,8884,8418,8432,126,75,316,16976,8418,126,75,377,14,2,0,70,0,82,1,436,8785,16850,51,693,377,16850,8432,51,316,44,22,20,4616,428,1,24,0
"Henrico County, Virginia",33076,16097,8516,8384,2939,1586,7110,19839,8516,2939,1586,6127,11,6,251,693,12,161,1,928,16979,16900,1353,13237,6127,16900,8384,1353,7110,30,14,8,2261,4059,0,9,934
"Henry County, Virginia",7335,3709,2146,2097,240,129,1369,4483,2146,240,129,1483,12,1,0,17,0,26,0,412,3626,4243,111,2852,1483,4243,2097,111,1369,22,7,6,2410,233,0,11,54
"Isle Of Wight County, Virginia",9972,4937,2367,2551,1268,664,2064,6186,2367,1268,664,1722,3,5,0,43,0,13,0,369,5035,4918,604,3786,1722,4918,2551,604,2064,16,12,7,2872,273,22,2,31
"Jackson County, Virginia",4890,2301,2547,2256,0,0,42,4803,2547,0,0,45,3,0,NA,NA,NA,NA,0,153,2589,4803,0,87,45,4803,2256,0,42,6,2,2,NA,NA,NA,7,0
"James City County, Virginia",3779,1832,699,626,507,278,1019,1832,699,507,278,928,0,74,0,5,0,10,1,93,1947,1325,229,1947,928,1325,626,229,1019,84,82,8,856,51,3,0,36
"Jefferson County, Virginia",14082,6600,4981,4342,602,303,2202,9925,4981,602,303,1955,4,8,42,13,0,72,0,475,7482,9323,299,4157,1955,9323,4342,299,2202,28,22,14,1591,808,11,2,262
"Kanawha County, Virginia",13567,6153,5834,5076,97,36,1519,11007,5834,97,36,1041,2,0,160,85,5,24,0,408,7414,10910,61,2560,1041,10910,5076,61,1519,2,0,0,7731,1085,287,1,0
"King And Queen County, Virginia",10862,5562,2120,2306,499,245,2926,4925,2120,499,245,3011,2,0,0,82,25,53,0,196,5300,4426,254,5937,3011,4426,2306,254,2926,13,10,10,3693,322,17,4,252
"King George County, Virginia",5927,3046,1063,1206,276,144,1686,2545,1063,276,144,1696,2,0,0,12,2,17,0,152,2881,2269,132,3382,1696,2269,1206,132,1686,7,2,2,1927,148,25,2,37
"King William County, Virginia",9258,4838,1521,1629,328,172,2743,3478,1521,328,172,3037,9,0,0,28,5,25,0,68,4420,3150,156,5780,3037,3150,1629,156,2743,16,8,8,2965,260,24,3,281
"Lancaster County, Virginia",4628,2381,929,974,247,136,1207,2150,929,247,136,1271,0,2,0,0,0,0,0,140,2247,1903,111,2478,1271,1903,974,111,1207,6,4,2,1047,0,17,0,0
"Lee County, Virginia",8441,4202,3949,3880,32,15,273,7861,3949,32,15,307,0,4,0,9,0,0,0,138,4239,7829,17,580,307,7829,3880,17,273,10,7,3,2208,56,0,5,0
"Lewis County, Virginia",8151,4007,4067,3922,38,17,56,8027,4067,38,17,68,1,1,0,17,0,18,0,219,4144,7989,21,124,68,7989,3922,21,56,5,6,5,1948,75,0,12,0
"Logan County, Virginia",4309,2063,2167,1992,0,0,79,4159,2167,0,0,71,0,3,NA,NA,NA,NA,0,370,2246,4159,0,150,71,4159,1992,0,79,4,4,1,NA,NA,NA,3,0
"Loudoun County, Virginia",20431,10333,6792,7048,1318,680,2668,15158,6792,1318,680,2605,11,17,0,157,0,101,0,1008,10098,13840,638,5273,2605,13840,7048,638,2668,66,56,39,3072,970,6,19,266
"Louisa County, Virginia",15433,7787,2948,3099,376,203,4525,6423,2948,376,203,4485,1,4,83,38,1,46,0,591,7646,6047,173,9010,4485,6047,3099,173,4525,26,29,25,7336,446,0,12,0
"Lunenburg County, Virginia",11055,5569,1996,2136,216,113,3387,4348,1996,216,113,3320,1,2,0,14,0,26,0,230,5486,4132,103,6707,3320,4132,2136,103,3387,8,9,7,3432,315,0,9,0
"Madison County, Virginia",8107,4024,1807,1922,70,34,2240,3799,1807,70,34,2068,0,2,0,18,0,6,0,356,4083,3729,36,4308,2068,3729,1922,36,2240,4,2,0,2387,212,0,9,41
"Marshall County, Virginia",6937,3477,3417,3437,37,20,26,6891,3417,37,20,20,0,1,4,17,0,18,0,70,3460,6854,17,46,20,6854,3437,17,26,0,5,4,1847,144,2,5,0
"Mason County, Virginia",6777,3262,3076,2847,46,23,416,5969,3076,46,23,392,0,5,5,23,0,19,0,241,3515,5923,23,808,392,5923,2847,23,416,12,11,6,1925,162,16,9,0
"Matthews County, Virginia",7442,3915,1861,2108,164,92,1594,4133,1861,164,92,1715,5,3,0,35,42,19,0,257,3527,3969,72,3309,1715,3969,2108,72,1594,17,11,8,1852,392,136,16,92
"Mecklenburg County, Virginia",20724,10206,3878,3876,1055,541,6126,8809,3878,1055,541,5789,4,4,0,70,0,38,1,334,10518,7754,514,11915,5789,7754,3876,514,6126,21,14,10,6572,645,36,9,186
"Mercer County, Virginia",2233,1112,1067,1060,8,4,50,2135,1067,8,4,48,2,0,0,0,0,0,0,24,1121,2127,4,98,48,2127,1060,4,50,2,0,0,632,6,0,1,0
"Middlesex County, Virginia",4392,2254,996,1045,142,72,1072,2183,996,142,72,1137,0,1,1,23,0,11,0,202,2138,2041,70,2209,1137,2041,1045,70,1072,2,7,6,1273,407,35,2,0
"Monongalia County, Virginia",17368,8723,8442,8520,146,74,131,17108,8442,146,74,129,17,3,130,51,0,56,0,629,8645,16962,72,260,129,16962,8520,72,131,41,11,8,3752,450,0,16,14
"Monroe (W.Va.) County, Virginia",8422,4213,3728,3729,97,56,440,7554,3728,97,56,428,4,1,0,29,0,19,0,119,4209,7457,41,868,428,7457,3729,41,440,26,17,16,2260,235,1,13,60
"Montgomery County, Virginia",7405,3610,3000,2825,87,45,753,5912,3000,87,45,740,5,0,0,22,0,28,0,402,3795,5825,42,1493,740,5825,2825,42,753,12,9,9,318,196,0,17,40
"Morgan County, Virginia",4253,1725,2462,1651,6,2,62,4119,2462,6,2,72,1,0,32,27,0,88,0,347,2528,4113,4,134,72,4113,1651,4,62,1,2,2,1428,185,0,1,0
"Nansemond County, Virginia",10795,5395,2374,2484,1407,738,2357,6265,2374,1407,738,2173,0,0,0,58,7,24,0,270,5400,4858,669,4530,2173,4858,2484,669,2357,2,0,0,2911,149,16,4,154
"Nelson County, Virginia",12287,5991,3172,2996,152,79,3051,6320,3172,152,79,2916,1,5,50,46,0,22,0,265,6296,6168,73,5967,2916,6168,2996,73,3051,13,6,1,3830,381,143,13,70
"New Kent County, Virginia",6230,3230,1227,1245,373,213,1613,2845,1227,373,213,1772,1,0,0,18,0,0,0,287,3000,2472,160,3385,1772,2472,1245,160,1613,5,1,1,1914,60,0,3,0
"Nicholas County, Virginia",2515,1213,1263,1177,3,2,38,2443,1263,3,2,34,2,0,0,6,0,9,0,77,1302,2440,1,72,34,2440,1177,1,38,8,5,5,734,40,0,0,0
"Norfolk County, Virginia",27569,14488,7413,8031,2390,1331,4609,17834,7413,2390,1331,5126,7,10,0,426,143,149,0,735,13081,15444,1059,9735,5126,15444,8031,1059,4609,25,23,13,3364,1518,68,4,775
"Northampton County, Virginia",7715,3891,1647,1694,754,415,1838,4095,1647,754,415,1782,2,0,0,48,88,15,0,186,3824,3341,339,3620,1782,3341,1694,339,1838,15,20,20,3896,482,0,3,0
"Northumberland County, Virginia",7924,3967,2024,2010,647,323,1609,4681,2024,647,323,1634,1,3,0,40,5,17,0,180,3957,4034,324,3243,1634,4034,2010,324,1609,8,3,0,2032,143,182,0,106
"Nottoway County, Virginia",9719,4857,1236,1254,158,88,3556,2648,1236,158,88,3515,1,5,0,0,0,12,0,195,4862,2490,70,7071,3515,2490,1254,70,3556,14,8,3,2718,0,0,0,0
"Ohio County, Virginia",13357,6549,6579,6263,303,155,81,13145,6579,303,155,131,2,3,85,242,0,57,0,999,6808,12842,148,212,131,12842,6263,148,81,10,6,3,1110,1259,162,3,90
"Orange County, Virginia",9125,4599,1747,1828,186,89,2682,3761,1747,186,89,2682,5,2,31,29,0,11,0,347,4526,3575,97,5364,2682,3575,1828,97,2682,17,18,16,2944,341,0,10,41
"Page County, Virginia",6194,3024,2625,2572,216,102,431,5413,2625,216,102,350,9,0,12,19,0,24,0,257,3170,5197,114,781,350,5197,2572,114,431,15,6,6,1389,401,12,5,0
"Patrick County, Virginia",8032,4050,3050,3037,103,49,878,6190,3050,103,49,964,2,2,0,8,0,5,0,120,3982,6087,54,1842,964,6087,3037,54,878,8,7,5,2165,147,0,10,0
"Pendelton County, Virginia",6940,3422,3269,3176,33,18,234,6478,3269,33,18,228,3,3,0,11,0,25,0,235,3518,6445,15,462,228,6445,3176,15,234,30,25,22,2072,158,0,10,0
"Pittsylvania County, Virginia",26398,13160,7068,7215,557,299,5912,14840,7068,557,299,5646,4,6,0,110,0,39,0,817,13238,14283,258,11558,5646,14283,7215,258,5912,29,23,17,7710,1087,29,22,195
"Pocahontas County, Virginia",2922,1462,1335,1349,19,8,114,2703,1335,19,8,105,2,1,0,7,0,2,0,133,1460,2684,11,219,105,2684,1349,11,114,9,8,7,805,53,0,3,0
"Powhatan County, Virginia",7924,3855,1190,1242,363,189,2705,2795,1190,363,189,2424,0,2,80,29,1,19,0,94,4069,2432,174,5129,2424,2432,1242,174,2705,3,3,1,2242,228,47,9,125
"Preston County, Virginia",6866,3361,3445,3298,32,17,45,6775,3445,32,17,46,3,2,0,11,0,9,0,0,3505,6743,15,91,46,6743,3298,15,45,4,3,1,1344,163,1,8,0
"Prince Edward County, Virginia",14069,6722,2445,2478,570,275,4607,5493,2445,570,275,3969,1,0,0,99,0,70,2,465,7347,4923,295,8576,3969,4923,2478,295,4607,10,13,13,4058,4411,112,15,52
"Prince George County, Virginia",7175,3533,1329,1363,469,239,2083,3161,1329,469,239,1931,2,3,0,39,8,14,0,117,3642,2692,230,4014,1931,2692,1363,230,2083,6,4,1,1940,158,0,4,0
"Princess Anne County, Virginia",7285,3548,2027,1969,202,96,1604,4198,2027,202,96,1483,2,0,0,0,0,12,0,179,3737,3996,106,3087,1483,3996,1969,106,1604,7,6,6,2277,40,0,2,49
"Prince William County, Virginia",8144,4104,2407,2460,510,275,1398,5377,2407,510,275,1369,2,1,0,29,0,27,0,113,4040,4867,235,2767,1369,4867,2460,235,1398,6,6,5,1613,216,50,3,0
"Pulaski County, Virginia",3739,1867,1373,1395,17,9,491,2785,1373,17,9,463,1,1,0,0,0,6,0,136,1872,2768,8,954,463,2768,1395,8,491,5,2,1,1525,142,0,3,0
"Randolph County, Virginia",6208,3057,2954,2845,193,93,97,5992,2954,193,93,119,4,2,0,20,0,20,0,108,3151,5799,100,216,119,5799,2845,100,97,18,13,11,1677,119,0,5,0
"Rappahannock County, Virginia",9257,4719,2596,2711,287,147,1802,5594,2596,287,147,1861,4,0,0,27,0,44,0,453,4538,5307,140,3663,1861,5307,2711,140,1802,13,9,9,2704,336,0,15,49
"Richmond County, Virginia",5965,3047,1517,1575,510,252,1143,3602,1517,510,252,1220,2,0,0,0,0,10,0,170,2918,3092,258,2363,1220,3092,1575,258,1143,4,2,2,1695,87,13,3,0
"Roanoke County, Virginia",5499,2701,1934,1911,101,43,806,3946,1934,101,43,747,2,0,0,36,0,22,0,98,2798,3845,58,1553,747,3845,1911,58,806,14,9,9,1363,213,0,4,104
"Rockbridge County, Virginia",14284,6939,5308,5140,326,167,1878,10774,5308,326,167,1632,2,0,8,69,1,65,1,740,7345,10448,159,3510,1632,10448,5140,159,1878,18,12,12,2896,1012,44,8,153
"Rockingham County, Virginia",17344,8625,7487,7457,501,253,984,15445,7487,501,253,915,12,1,1,59,0,43,0,799,8719,14944,248,1899,915,14944,7457,248,984,58,36,35,3242,809,13,15,45
"Russell County, Virginia",7878,3961,3575,3577,26,15,331,7178,3575,26,15,369,6,0,0,14,0,26,0,41,3917,7152,11,700,369,7152,3577,11,331,22,14,14,2282,140,2,10,0
"Scott County, Virginia",7303,3636,3476,3435,48,22,165,6959,3476,48,22,179,2,3,0,13,0,7,0,206,3667,6911,26,344,179,6911,3435,26,165,10,8,5,2098,61,0,7,0
"Shenandoah County, Virginia",11618,5745,5160,5160,265,129,577,10585,5160,265,129,456,20,7,22,57,0,41,0,247,5873,10320,136,1033,456,10320,5160,136,577,40,20,13,1510,666,0,3,108
"Smyth County, Virginia",6522,3339,2711,2828,145,92,419,5684,2711,145,92,419,3,4,3,24,0,32,0,198,3183,5539,53,838,419,5539,2828,53,419,16,8,4,1551,285,0,5,100
"Southampton County, Virginia",14525,7264,2980,3191,1799,961,3443,7970,2980,1799,961,3112,9,2,0,10,0,24,0,409,7261,6171,838,6555,3112,6171,3191,838,3443,19,10,8,4557,205,0,5,40
"Spotsylvania County, Virginia",15161,7934,3210,3576,785,445,3677,7571,3210,785,445,3913,5,5,0,135,26,113,0,234,7227,6786,340,7590,3913,6786,3576,340,3677,14,15,10,3483,624,17,17,415
"Stafford County, Virginia",8454,4153,2165,2324,369,175,1942,4858,2165,369,175,1654,1,0,105,41,1,12,0,186,4301,4489,194,3596,1654,4489,2324,194,1942,3,1,1,2431,231,18,4,0
"Surry County, Virginia",6480,3249,1238,1319,1070,569,1492,3627,1238,1070,569,1361,1,1,0,19,0,14,0,195,3231,2557,501,2853,1361,2557,1319,501,1492,4,7,6,2290,161,7,2,0
"Sussex County, Virginia",11229,5553,1690,1894,811,411,3586,4395,1690,811,411,3248,5,0,0,9,0,18,0,198,5676,3584,400,6834,3248,3584,1894,400,3586,14,8,8,3596,147,0,6,165
"Tazewell County, Virginia",6290,3115,2755,2711,38,18,400,5504,2755,38,18,386,7,0,0,14,0,12,0,0,3175,5466,20,786,386,5466,2711,20,400,13,4,4,1888,56,0,7,0
"Tyler County, Virginia",6954,3421,3499,3365,5,2,31,6869,3499,5,2,54,6,2,0,18,0,9,0,416,3533,6864,3,85,54,6864,3365,3,31,26,13,11,1979,177,3,12,0
"Warren County, Virginia",5627,2814,1953,1898,342,182,700,4193,1953,342,182,734,3,2,0,25,0,25,0,220,2813,3851,160,1434,734,3851,1898,160,700,22,17,15,1382,314,7,8,14
"Warwick County, Virginia",1456,726,323,281,21,12,398,625,323,21,12,433,0,0,0,5,0,1,0,52,730,604,9,831,433,604,281,9,398,0,0,0,480,0,8,0,0
"Washington County, Virginia",13001,6530,5336,5395,212,108,1031,10943,5336,212,108,1027,12,4,0,38,0,72,1,551,6471,10731,104,2058,1027,10731,5395,104,1031,54,36,32,3180,423,0,13,0
"Westmoreland County, Virginia",8019,3965,1768,1698,963,509,1832,4429,1768,963,509,1758,4,0,0,34,0,16,0,127,4054,3466,454,3590,1758,3466,1698,454,1832,6,5,5,2127,94,83,9,36
"Wood County, Virginia",7923,3829,3745,3498,56,24,317,7299,3745,56,24,307,4,0,0,46,0,23,0,307,4094,7243,32,624,307,7243,3498,32,317,6,2,2,1651,173,1,5,319
"Wythe County, Virginia",9375,4690,3788,3844,125,60,832,7757,3788,125,60,786,8,3,46,0,0,0,0,269,4685,7632,65,1618,786,7632,3844,65,832,15,6,3,1779,208,0,2,40
"York County, Virginia",4720,2339,997,961,650,330,1064,2608,997,650,330,1048,0,0,0,0,0,25,0,170,2381,1958,320,2112,1048,1958,961,320,1064,1,1,1,2231,52,39,0,0
Brown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calumet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crawford,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dane,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dodge,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fond Du Lac,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Green,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Iowa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Indian Lands (no data),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jefferson,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Manitowoc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marquette,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Milwaukee,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Portage,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Racine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sauk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sheboygan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
St Croix,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Walworth,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Washington,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Winnebago,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
